Year,Indicator,ISO,Country,Industry,Unit of measure,Value
2007,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,3.078
2008,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.887
2009,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.697
2010,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.545
2011,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.201
2012,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.531
2013,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.841
2014,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.761
2015,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.523
2016,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.532
2017,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,3.044
2018,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,3.022
2019,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,2.46
2020,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,1.904
2021,Business R&D expenditure,FRA,France,Telecommunications,Share of total business enterprise expenditure on R&D,1.689
2007,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.022
2008,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.025
2009,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.024
2010,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.027
2011,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.025
2012,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.028
2013,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.03
2014,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.03
2015,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.031
2016,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.033
2017,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.034
2018,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.039
2019,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.042
2020,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.045
2021,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of GDP,0.045
2007,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.726
2008,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.908
2009,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.739
2010,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.94
2011,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.808
2012,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,1.961
2013,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.075
2014,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.089
2015,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.157
2016,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.31
2017,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.351
2018,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.701
2019,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,2.885
2020,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,3.043
2021,Business R&D expenditure,FRA,France,"Publishing, audiovisual and broadcasting",Share of total business enterprise expenditure on R&D,3.088
2007,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.175
2008,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.158
2009,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.171
2010,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.153
2011,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.158
2012,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.165
2013,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.175
2014,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.178
2015,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.175
2016,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.176
2017,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.17
2018,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.159
2019,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.161
2020,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.171
2021,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of GDP,0.156
2007,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,13.706
2008,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.174
2009,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.491
2010,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.156
2011,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.262
2012,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.444
2013,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.132
2014,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.29
2015,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.14
2016,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,12.132
2017,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.786
2018,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,10.999
2019,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.11
2020,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,11.421
2021,Business R&D expenditure,FRA,France,"Computer, electronic and optical products",Share of total business enterprise expenditure on R&D,10.704
2007,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.272
2008,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.262
2009,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.289
2010,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.286
2011,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.289
2012,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.307
2013,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.325
2014,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.33
2015,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.324
2016,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.328
2017,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.342
2018,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.339
2019,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.34
2020,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.358
2021,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of GDP,0.338
2007,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,21.272
2008,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,20.245
2009,Business R&D expenditure,FRA,France,Information industries (ISIC 26+58-63),Share of total business enterprise expenditure on R&D,21.175
